"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"kansas city, missouri","Population2006","447306","5512121: CapitalBot","null"
"lincoln, nebraska","Population2000","225581","89326: Swid","null"
"lincoln, nebraska","Population2005","239213","2422077: Trevor57","null"
"lincoln, nebraska","Population2005","239213","0 (24.208.84.68)","null"
"lincoln, nebraska","Population2007","581001","0 (24.251.235.219)","null"
"lincoln, nebraska","Population2000","225581","3250936: Miranda","null"
"lincoln, nebraska","Population2006","256997","0 (192.94.109.1)","null"
"lincoln, nebraska","Population2005","239213","0 (216.229.11.229)","null"
"lincoln, nebraska","Population2000","241167","0 (130.13.0.68)","null"
"lincoln, nebraska","Population2000","225581","3315180: Someguy1221","null"
"lincoln, nebraska","Population2000","241167","0 (70.176.187.166)","null"
"lincoln, nebraska","Population2006","741167","0 (137.48.132.12)","null"
"lincoln, nebraska","Population2006","241167","3458856: Ray andrew","null"
"lincoln, nebraska","Population2006","241167","5512121: CapitalBot","null"
"london","Population2001","7387900","147656: Cmc0","null"
"london","Population2005","75","318021: Enano275","null"
"london","Population2005","10","0 (81.158.51.91)","null"
"london","Population2005","75","215875: Crazynas","null"
"london","Population2006","7512400","62026: OwenBlacker","null"
"lisbon","Population2005","5613000","394143: Diogo sfreitas","null"
"los angeles, california","Population2004","3847400","0 (149.142.112.3)","null"
"los angeles, california","Population2004","3957875","0 (71.108.65.62)","null"
"los angeles, california","Population2004","3845541","681774: RJN","null"
"los angeles, california","Population2006","4097340","0 (71.160.58.237)","null"
"los angeles, california","Population2006","597340","0 (24.149.194.65)","null"
"los angeles, california","Population2006","4097340","737021: Will Beback","null"
"los angeles, california","Population2006","2097340","0 (75.42.249.61)","null"
"los angeles, california","Population2006","4097340","1261736: Red Director","null"
"los angeles, california","Population2006","4097340","0 (75.15.73.116)","null"
"los angeles, california","Population2005","3844829","783435: Loodog","null"
"los angeles, california","Population2005","4097340","3022187: Raime","null"
"los angeles, california","Population2005","3844829","256109: Infernalfox","null"
"los angeles, california","Population2006","3844829","0 (84.160.70.84)","null"
"los angeles, california","Population2006","3844829","3516864: Mbalelo","null"
"los angeles, california","Population2005","3844829","169582: BlankVerse","null"
"los angeles, california","Population2005","3976071","0 (72.129.5.232)","null"
"los angeles, california","Population2005","3731437","359771: American2","null"
"los angeles, california","Population2000","3694820","4006085: B170AD43","null"
"los angeles, california","Population2005","3954829","1649753: College Watch","null"
"los angeles, california","Population2005","3844829","0 (75.132.135.138)","null"
"los angeles, california","Population2005","4018080","736584: Wikidwun31","null"
"los angeles, california","Population2007","4018080","0 (4.237.14.217)","null"
"los angeles, california","Population2006","4324526","0 (24.251.235.219)","null"
"los angeles, california","Population2007","4018080","4602377: Mr.wang","null"
"los angeles, california","Population2006","3849378","107782: Arkyan","null"
"los angeles, california","Population2007","4104423","1678199: Fred1","null"
"los angeles, california","Population2006","3849378","511164: Polaron","null"
"los angeles, california","Population2006","4037182","0 (205.223.222.9)","null"
"los angeles, california","Population2006","4018080","5025995: Yellowmtn11","null"
"los angeles, california","Population2006","3849378","4308143: Agtaz","null"
"los angeles, california","Population2000","3694820","5072002: LA Editor","null"
"los angeles, california","Population2006","3849378","206667: Kinu","null"
"los angeles, california","Population2006","3957875","4648162: JDRCRASH","null"
"los angeles, california","Population2007","4018080","0 (71.117.93.160)","null"
"los angeles, california","Population2006","3849378","5005681: Westsidelife","null"
"los angeles, california","Population2007","3849378","5205988: Tkw231","null"
"los angeles, california","Population2006","3849378","340744: Moreau36","null"
"los angeles, california","Population2006","3849368","0 (75.187.132.183)","null"
"los angeles, california","Population2006","3849368","5478189: Detroiterbot","null"
"legnica","Population2006","105570","2570636: Hiuppo","null"
"legnica","Population2006","105485","5017767: Kotniski","null"
"lincoln, new hampshire","Population2000","1271","16168: SatyrTN","null"
"lincoln, new hampshire","Population2000","1271","5512121: CapitalBot","null"
"longmeadow, massachusetts","Population2000","15633","988917: CapitalR","null"
"longmeadow, massachusetts","Population2000","15633","5512121: CapitalBot","null"
"luanda","Population2004","45","627347: MJCdetroit","null"
"luanda","Population2005","2776125","1712183: Kitia","null"
"lansing, michigan","Population2000","119128","201610: Pentawing","null"
"lansing, michigan","Population2000","455836","0 (69.222.54.35)","null"
"lansing, michigan","Population2000","313390","0 (130.13.1.15)","null"
"lansing, michigan","Population2000","119128","441605: Gruber76","null"
"lansing, michigan","Population2000","119128","5512121: CapitalBot","null"
"los altos, california","Population2000","27693","702573: Seven Days","null"
"lleida","Population2005","124709","1070349: Darkcat21","null"
"mexico city","Population2000","8605239","0 (71.104.219.117)","null"
"mexico city","Population2005","25000000","0 (84.70.114.43)","null"
"mexico city","Population2005","8720916","266662: Dúnadan","null"
"mexico city","Population2005","8720916001111","0 (134.134.136.3)","null"
"mexico city","Population2005","8720916","7457: Egil","null"
"mexico city","Population1903","8720916574342","0 (198.111.163.147)","null"
"mexico city","Population2005","8720916","240649: Rune.welsh","null"
"mexico city","Population2005","8000000720916","0 (70.90.158.229)","null"
"mexico city","Population2005","8720916","1291819: Master son","null"
"mexico city","Population2005","20720916","0 (86.134.175.85)","null"
"mexico city","Population2006","107449525","3790744: Egoode29","null"
"mexico city","Population2005","36720916","0 (24.6.27.94)","null"
"mexico city","Population2005","3672091","0 (128.113.90.117)","null"
"mexico city","Population2005","8720916","111478: Mixcoatl","null"
"mexico city","Population2005","5","0 (202.137.243.47)","null"
"mexico city","Population2005","8720916","97951: Bobo192","null"
"mexico city","Population2005","6","0 (64.207.4.10)","null"
"mexico city","Population2005","8720916","2179786: FisherQueen","null"
"mexico city","Population2005","1","0 (71.135.186.166)","null"
"mexico city","Population2005","8720916","151038: Jakes18","null"
"mexico city","Population2005","27","0 (209.91.241.3)","null"
"mexico city","Population2005","8720916","1099150: Van helsing","null"
"mexico city","Population2005","22720916","0 (72.71.0.88)","null"
"mexico city","Population2005","8720916","377653: Richardmtl","null"
"mexico city","Population1337","1337","5639565: Rawrrawrrawrrawr","null"
"mexico city","Population2005","8720916","3093230: Kwsn","null"
"moscow","Population2005","10415400","274973: TSO1D","null"
"moscow","Population2007","10469000","627347: MJCdetroit","null"
"moscow","Population2007","13750000","0 (24.87.7.43)","null"
"moscow","Population2007","10469000","294180: CambridgeBayWeather","null"
"moscow","Population2007","12622000","0 (207.232.99.17)","null"
"moscow","Population2005","10406600","511164: Polaron","null"
"moscow","Population2007","12622000","0 (209.139.199.81)","null"
"malmö","Population2006","275071","274472: Dankell","null"
"malmö","Population2006","275629","0 (80.217.105.173)","null"
"malmö","Population2006","253012","256198: Valentinian","null"
"malmö","Population2005","258020","4423501: Jensapag","null"
"malmö","Population2005","276244","0 (84.209.215.7)","null"
"malmö","Population2005","258020","1328606: Krm500","null"
"malmö","Population2006","276244","0 (83.249.102.88)","null"
"malmö","Population2006","280000","0 (83.249.232.181)","null"
"munich","Population2004","1402000","25933: Caroig","null"
"moncton","Population2001","61046","627347: MJCdetroit","null"
"moncton","Population2001","76046","0 (216.191.7.123)","null"
"moncton","Population2001","61046","0 (24.137.91.254)","null"
"moncton","Population2006","61046","0 (139.103.73.62)","null"
"moncton","Population2007","1028947383929","0 (129.173.173.5)","null"
"moncton","Population2006","64128","3922124: Stu pendousmat","null"
"moncton","Population2006","64130","0 (63.96.92.3)","null"
"moncton","Population2006","64128","732552: Vidioman","null"
"maastricht","Population2007","119147","231599: Eubot","null"
"maastricht","Population2007","118348","0 (82.95.12.232)","null"
"marquette, michigan","Population2000","19661","276590: Un sogno modesto","null"
"marquette, michigan","Population2000","20714","0 (71.86.227.238)","null"
"marquette, michigan","Population2000","19661","466067: Criticalthinker","null"
"marquette, michigan","Population2000","19661","5512121: CapitalBot","null"
"manama","Population2001","162000","1657649: Amjra","null"
"mazari sharif","Population2002","183000","2412566: NisarKand","null"
"mazari sharif","Population2006","300600","1214244: Ariana310","null"
"lesser poland voivodeship","Population2006","3267200","627347: MJCdetroit","null"
"lesser poland voivodeship","Population2006","3271206","0 (83.7.214.89)","null"
"lesser poland voivodeship","Population2006","3267731","5017767: Kotniski","null"
"madrid","Population2005","3228359","627347: MJCdetroit","null"
"madrid","Population2005","32283597","5586842: Samandjonny","null"
"madrid","Population2005","3228359","0 (121.208.27.85)","null"
"mobile, alabama","Population2004","203564","620554: Harpchad","null"
"mobile, alabama","Population2004","210564","0 (12.206.27.132)","null"
"mobile, alabama","Population2004","191544","286968: Epolk","null"
"mobile, alabama","Population2005","197833","0 (68.59.69.141)","null"
"mobile, alabama","Population2006","192830","290675: Lissoy","null"
"mobile, alabama","Population2006","192830","988917: CapitalR","null"
"mobile, alabama","Population2006","194822","1741165: Altairisfar","null"
"mecca","Population2004","1294168","954579: Muhaidib","null"
"mecca","Population2004","1294167","3476317: Dannn786","null"
"mecca","Population2004","1294168","44526: Zora","null"
"mecca","Population2004","1294167","42464: Orangemike","null"
"nairobi","Population2005","2500000","91929: Eman007","null"
"nijmegen","Population2007","160681","231599: Eubot","null"
"nanjing","Population2006","8200000","627347: MJCdetroit","null"
"nassau, bahamas","Population2000","210832","627347: MJCdetroit","null"
"nashville, tennessee","Population2000","569891","59944: Kaldari","null"
"nashville, tennessee","Population2000","3569891","0 (69.138.53.26)","null"
"nashville, tennessee","Population2005","607413","0 (68.19.228.109)","null"
"nashville, tennessee","Population2005","757413","0 (68.189.70.20)","null"
"nashville, tennessee","Population2005","607413","2043601: BillCJ","null"
"nashville, tennessee","Population2005","667413","0 (24.250.96.206)","null"
"nashville, tennessee","Population2005","607413","92632: Huntster","null"
"ottawa","Population2001","774072","627347: MJCdetroit","null"
"ottawa","Population2001","808391","0 (64.230.2.54)","null"
"ottawa","Population2001","744072","249600: EronMain","null"
"ottawa","Population2001","859704","0 (64.230.3.112)","null"
"ottawa","Population2001","774072","930820: Alan.ca","null"
"ottawa","Population2001","865000","0 (138.73.73.165)","null"
"ottawa","Population2006","812129","26201: Earl Andrew","null"
"ottawa","Population2005","859704","85058: Jamincan","null"
"ottawa","Population2005","812129","0 (74.99.198.85)","null"
"ottawa","Population2006","812129","2274886: Dorvaq","null"
"ottawa","Population2006","875000","0 (199.243.125.61)","null"
"ottawa","Population2006","812129","24902: Bearcat","null"
"odense","Population2007","158453","256198: Valentinian","null"
"opole voivodeship","Population2006","1044346","5017767: Kotniski","null"
"portland, oregon","Population2005","538544","127255: Bigcheesebebbs","null"
